MIT1002-mutant-library,MIT1002-used-for-model,ATCC27126_new,ATCC27126_old,HOT1A3_new,HOT1A3_old
MIT1002_00392,TK37_RS15565,MASE_RS01445,MASE_01440,ACZ81_RS01700,ACZ81_01710
MIT1002_00393,TK37_RS15560,MASE_RS01450,MASE_01445,ACZ81_RS01705,ACZ81_01715
MIT1002_00394,TK37_RS15555,MASE_RS01455,MASE_01450,ACZ81_RS01710,ACZ81_01720
MIT1002_00395,TK37_RS15550,MASE_RS01460,MASE_01455,ACZ81_RS01715,ACZ81_01725
MIT1002_00396,TK37_RS15545,MASE_RS01465,MASE_01460,ACZ81_RS01720,ACZ81_01730
MIT1002_00397,TK37_RS15540,MASE_RS01470,MASE_01465,ACZ81_RS01725,ACZ81_01735
MIT1002_00399,TK37_RS21660,MASE_RS01475,MASE_01470,ACZ81_RS01730,ACZ81_01740
MIT1002_00400,TK37_RS15530,MASE_RS01480,MASE_01475,ACZ81_RS01735,ACZ81_01745
MIT1002_00401,TK37_RS15525,MASE_RS01485,MASE_01480,ACZ81_RS01740,ACZ81_01750
MIT1002_00402,TK37_RS15520,MASE_RS01495,MASE_01490,ACZ81_RS01750,ACZ81_01760
MIT1002_00403,TK37_RS15515,MASE_RS01500,MASE_01495,ACZ81_RS01755,ACZ81_01765
MIT1002_00404,TK37_RS15510,MASE_RS01505,MASE_01500,ACZ81_RS01760,ACZ81_01770
MIT1002_00405,TK37_RS15505,MASE_RS01510,MASE_01505,ACZ81_RS01765,ACZ81_01775
MIT1002_00406,TK37_RS15500,MASE_RS01515,MASE_01510,ACZ81_RS01770,ACZ81_01780
MIT1002_00407,TK37_RS15495,MASE_RS01520,MASE_01515,ACZ81_RS01775,ACZ81_01785
MIT1002_00408,TK37_RS15490,MASE_RS01525,MASE_01520,ACZ81_RS01780,ACZ81_01790
MIT1002_00409,TK37_RS15485,MASE_RS01530,MASE_01525,ACZ81_RS01785,ACZ81_01795
MIT1002_00411,TK37_RS15480,MASE_RS01535,MASE_01535,ACZ81_RS01790,ACZ81_01800
MIT1002_00412,TK37_RS15475,MASE_RS01540,MASE_01540,ACZ81_RS01795,ACZ81_01805
MIT1002_00413,TK37_RS15470,MASE_RS01545,MASE_01545,ACZ81_RS01800,ACZ81_01810
MIT1002_00414,TK37_RS15465,MASE_RS01550,MASE_01550,ACZ81_RS01805,ACZ81_01815
MIT1002_00415,TK37_RS15460,MASE_RS01555,MASE_01555,ACZ81_RS01810,ACZ81_01820
MIT1002_00416,TK37_RS15455,MASE_RS01560,MASE_01560,ACZ81_RS01815,ACZ81_01825
MIT1002_00417,TK37_RS15450,MASE_RS01565,MASE_01565,ACZ81_RS01820,ACZ81_01830
MIT1002_00419,TK37_RS19730,MASE_RS01570,MASE_01570,ACZ81_RS01825,ACZ81_01835
MIT1002_00420,TK37_RS19735,MASE_RS01575,MASE_01575,ACZ81_RS01830,ACZ81_01840
MIT1002_00421,TK37_RS19740,MASE_RS01580,MASE_01580,ACZ81_RS01835,ACZ81_01845
MIT1002_00422,TK37_RS19745,MASE_RS01585,MASE_01585,ACZ81_RS01840,ACZ81_01850
MIT1002_00423,TK37_RS19750,MASE_RS01590,MASE_01590,ACZ81_RS01845,ACZ81_01855
MIT1002_00424,TK37_RS19755,MASE_RS01595,MASE_01595,ACZ81_RS01850,ACZ81_01860
MIT1002_00425,TK37_RS19760,MASE_RS01600,MASE_01600,ACZ81_RS01855,ACZ81_01865
MIT1002_00426,TK37_RS19765,MASE_RS01605,MASE_01605,ACZ81_RS01860,ACZ81_01870
MIT1002_00427,TK37_RS19770,MASE_RS01610,MASE_01610,ACZ81_RS01865,ACZ81_01875
MIT1002_00430,TK37_RS17415,MASE_RS01615,MASE_01615,ACZ81_RS01870,ACZ81_01880
MIT1002_00431,TK37_RS17410,MASE_RS01620,MASE_01620,ACZ81_RS01875,ACZ81_01885
MIT1002_00432,TK37_RS17405,MASE_RS01625,MASE_01625,ACZ81_RS01880,ACZ81_01890
MIT1002_00433,TK37_RS17400,MASE_RS01630,MASE_01630,ACZ81_RS01885,ACZ81_01895
MIT1002_00434,TK37_RS17395,MASE_RS01635,MASE_01635,ACZ81_RS01890,ACZ81_01900
MIT1002_00435,TK37_RS17390,MASE_RS01640,MASE_01640,ACZ81_RS01895,ACZ81_01905
MIT1002_00436,TK37_RS17385,MASE_RS01645,MASE_01645,ACZ81_RS01900,ACZ81_01910
MIT1002_00437,TK37_RS17380,MASE_RS01650,MASE_01650,ACZ81_RS01905,ACZ81_01915
MIT1002_00438,TK37_RS17375,MASE_RS01655,MASE_01655,ACZ81_RS01910,ACZ81_01920
MIT1002_00439,TK37_RS17370,MASE_RS01660,MASE_01660,ACZ81_RS01915,ACZ81_01925
MIT1002_00440,TK37_RS17365,MASE_RS01665,MASE_01665,ACZ81_RS01920,ACZ81_01930
MIT1002_00441,TK37_RS17360,MASE_RS01670,MASE_01670,ACZ81_RS01925,ACZ81_01935
MIT1002_00442,TK37_RS17355,MASE_RS01675,MASE_01675,ACZ81_RS01930,ACZ81_01940
MIT1002_00443,TK37_RS17350,MASE_RS01680,MASE_01680,ACZ81_RS01935,ACZ81_01945
MIT1002_00444,TK37_RS17345,MASE_RS01685,MASE_01685,ACZ81_RS01940,ACZ81_01950
MIT1002_00445,TK37_RS17340,MASE_RS01690,MASE_01690,ACZ81_RS01945,ACZ81_01955
MIT1002_00446,TK37_RS17335,MASE_RS01695,MASE_01695,ACZ81_RS01950,ACZ81_01960
MIT1002_00447,TK37_RS17330,MASE_RS01700,MASE_01700,ACZ81_RS01955,ACZ81_01965
MIT1002_00448,TK37_RS17325,MASE_RS01705,MASE_01705,ACZ81_RS01960,ACZ81_01970
MIT1002_00449,TK37_RS17320,MASE_RS01710,MASE_01710,ACZ81_RS01965,ACZ81_01975
MIT1002_00450,TK37_RS17315,MASE_RS01715,MASE_01715,ACZ81_RS01970,ACZ81_01980
MIT1002_00451,TK37_RS17310,MASE_RS01720,MASE_01720,ACZ81_RS01975,ACZ81_01985
MIT1002_00452,TK37_RS17305,MASE_RS01725,MASE_01725,ACZ81_RS01980,ACZ81_01990
MIT1002_00453,TK37_RS17300,MASE_RS01730,MASE_01730,ACZ81_RS01985,ACZ81_01995
MIT1002_00454,TK37_RS17295,MASE_RS01735,MASE_01735,ACZ81_RS01990,ACZ81_02000
MIT1002_00455,TK37_RS17290,MASE_RS01740,MASE_01740,ACZ81_RS01995,ACZ81_02005
MIT1002_00456,TK37_RS17285,MASE_RS01745,MASE_01745,ACZ81_RS02000,ACZ81_02010
MIT1002_00457,TK37_RS17280,MASE_RS01750,MASE_01750,ACZ81_RS02005,ACZ81_02015
MIT1002_00460,TK37_RS14375,MASE_RS01755,MASE_01755,ACZ81_RS02010,ACZ81_02020
MIT1002_00461,TK37_RS14370,MASE_RS01760,MASE_01760,ACZ81_RS02015,ACZ81_02025
MIT1002_00464,TK37_RS21385,MASE_RS01765,MASE_01765,ACZ81_RS02020,ACZ81_02030
MIT1002_00465,TK37_RS14355,MASE_RS01780,MASE_01780,ACZ81_RS02025,ACZ81_02035
MIT1002_00467,TK37_RS14345,MASE_RS01795,MASE_01800,ACZ81_RS02040,ACZ81_02050
MIT1002_00468,TK37_RS14340,MASE_RS01800,MASE_01805,ACZ81_RS02045,ACZ81_02055
MIT1002_00469,TK37_RS14335,MASE_RS01805,MASE_01810,ACZ81_RS02050,ACZ81_02060
MIT1002_00470,TK37_RS14330,MASE_RS01810,MASE_01815,ACZ81_RS02055,ACZ81_02065
MIT1002_00471,TK37_RS14325,MASE_RS01815,MASE_01820,ACZ81_RS02060,ACZ81_02070
MIT1002_00472,TK37_RS14320,MASE_RS01820,MASE_01825,ACZ81_RS02065,ACZ81_02075
MIT1002_00473,TK37_RS14315,MASE_RS01825,MASE_01830,ACZ81_RS02070,ACZ81_02080
MIT1002_00474,TK37_RS14310,MASE_RS01830,MASE_01835,ACZ81_RS02075,ACZ81_02085
MIT1002_00475,TK37_RS14305,MASE_RS01835,MASE_01840,ACZ81_RS02080,ACZ81_02090
MIT1002_00476,TK37_RS14300,MASE_RS01840,MASE_01845,ACZ81_RS02085,ACZ81_02095
MIT1002_00477,TK37_RS14295,MASE_RS01845,MASE_01850,ACZ81_RS02090,ACZ81_02100
MIT1002_00478,TK37_RS14290,MASE_RS01850,MASE_01855,ACZ81_RS02095,ACZ81_02105
MIT1002_00479,TK37_RS14285,MASE_RS01855,MASE_01860,ACZ81_RS02100,ACZ81_02110
MIT1002_00480,TK37_RS14280,MASE_RS01860,MASE_01865,ACZ81_RS02105,ACZ81_02115
MIT1002_00481,TK37_RS14275,MASE_RS01865,MASE_01870,ACZ81_RS02110,ACZ81_02120
MIT1002_00482,TK37_RS14270,MASE_RS01870,MASE_01875,ACZ81_RS02115,ACZ81_02125
MIT1002_00483,TK37_RS14265,MASE_RS01875,MASE_01880,ACZ81_RS02120,ACZ81_02130
MIT1002_00484,TK37_RS14260,MASE_RS01880,MASE_01885,ACZ81_RS02130,ACZ81_02140
MIT1002_00485,TK37_RS14255,MASE_RS01885,MASE_01890,ACZ81_RS02135,ACZ81_02145
MIT1002_00486,TK37_RS14250,MASE_RS01890,MASE_01895,ACZ81_RS02140,ACZ81_02150
MIT1002_00487,TK37_RS14245,MASE_RS01895,MASE_01900,ACZ81_RS02145,ACZ81_02155
MIT1002_00488,TK37_RS14240,MASE_RS01900,MASE_01905,ACZ81_RS02150,ACZ81_02160
MIT1002_00489,TK37_RS14235,MASE_RS01905,MASE_01910,ACZ81_RS02155,ACZ81_02165
MIT1002_00490,TK37_RS14230,MASE_RS01910,MASE_01915,ACZ81_RS02160,ACZ81_02170
MIT1002_00491,TK37_RS14225,MASE_RS01915,MASE_01920,ACZ81_RS02165,ACZ81_02175
MIT1002_00492,TK37_RS14220,MASE_RS01920,MASE_01925,ACZ81_RS02170,ACZ81_02180
MIT1002_00493,TK37_RS14215,MASE_RS01925,MASE_01930,ACZ81_RS02175,ACZ81_02185
MIT1002_00494,TK37_RS14210,MASE_RS01930,MASE_01935,ACZ81_RS02180,ACZ81_02190
MIT1002_00495,TK37_RS14205,MASE_RS01935,MASE_01940,ACZ81_RS02185,ACZ81_02195
MIT1002_00496,TK37_RS14200,MASE_RS01940,MASE_01945,ACZ81_RS02190,ACZ81_02200
MIT1002_00501,TK37_RS14175,MASE_RS01965,MASE_01965,ACZ81_RS02215,ACZ81_02225
MIT1002_00502,TK37_RS14170,MASE_RS01970,MASE_01970,ACZ81_RS02220,ACZ81_02230
MIT1002_00503,TK37_RS14165,MASE_RS01975,MASE_01975,ACZ81_RS02225,ACZ81_02235
MIT1002_00504,TK37_RS14160,MASE_RS01980,MASE_01980,ACZ81_RS02230,ACZ81_02240
MIT1002_00505,TK37_RS14155,MASE_RS01985,MASE_01985,ACZ81_RS02235,ACZ81_02245
MIT1002_00506,TK37_RS14150,MASE_RS01990,MASE_01990,ACZ81_RS02240,ACZ81_02250
MIT1002_00507,TK37_RS14145,MASE_RS01995,MASE_01995,ACZ81_RS02245,ACZ81_02255
MIT1002_00508,TK37_RS14140,MASE_RS02000,MASE_02000,ACZ81_RS02250,ACZ81_02260
MIT1002_00509,TK37_RS14135,MASE_RS02005,MASE_02005,ACZ81_RS02255,ACZ81_02265
MIT1002_00510,TK37_RS14130,MASE_RS02010,MASE_02010,ACZ81_RS02260,ACZ81_02270
MIT1002_00511,TK37_RS14125,MASE_RS02015,MASE_02015,ACZ81_RS02265,ACZ81_02275
MIT1002_00512,TK37_RS14120,MASE_RS02020,MASE_02020,ACZ81_RS02270,ACZ81_02280
MIT1002_00514,TK37_RS14380,MASE_RS02025,MASE_02025,ACZ81_RS02275,ACZ81_02285
MIT1002_00516,TK37_RS14390,MASE_RS02035,MASE_02040,ACZ81_RS02285,ACZ81_02295
MIT1002_00517,TK37_RS14395,MASE_RS02040,MASE_02045,ACZ81_RS02290,ACZ81_02300
MIT1002_00518,TK37_RS14400,MASE_RS02045,MASE_02050,ACZ81_RS02295,ACZ81_02305
MIT1002_00519,TK37_RS14405,MASE_RS02050,MASE_02055,ACZ81_RS02300,ACZ81_02310
MIT1002_00520,TK37_RS14410,MASE_RS02055,MASE_02060,ACZ81_RS02305,ACZ81_02315
MIT1002_00521,TK37_RS14415,MASE_RS02060,MASE_02065,ACZ81_RS02310,ACZ81_02320
MIT1002_00522,TK37_RS14420,MASE_RS02065,MASE_02070,ACZ81_RS02315,ACZ81_02325
MIT1002_00524,TK37_RS14430,MASE_RS02075,MASE_02075,ACZ81_RS02325,ACZ81_02335
MIT1002_00525,TK37_RS14435,MASE_RS02080,MASE_02080,ACZ81_RS02330,ACZ81_02340
MIT1002_00526,TK37_RS14440,MASE_RS02085,MASE_02085,ACZ81_RS02335,ACZ81_02345
MIT1002_00527,TK37_RS14445,MASE_RS02090,MASE_02090,ACZ81_RS02340,ACZ81_02350
MIT1002_00528,TK37_RS14450,MASE_RS02095,MASE_02095,ACZ81_RS02345,ACZ81_02355
MIT1002_00529,TK37_RS14455,MASE_RS02100,MASE_02100,ACZ81_RS02350,ACZ81_02360
MIT1002_00530,TK37_RS14460,MASE_RS02105,MASE_02105,ACZ81_RS02355,ACZ81_02365
MIT1002_00531,TK37_RS14465,MASE_RS02110,MASE_02110,ACZ81_RS02360,ACZ81_02370
MIT1002_00532,TK37_RS14470,MASE_RS02115,MASE_02115,ACZ81_RS02365,ACZ81_02375
MIT1002_00533,TK37_RS14475,MASE_RS02120,MASE_02120,ACZ81_RS02370,ACZ81_02380
MIT1002_00534,TK37_RS14480,MASE_RS02125,MASE_02125,ACZ81_RS02375,ACZ81_02385
MIT1002_00535,TK37_RS14485,MASE_RS02130,MASE_02130,ACZ81_RS02380,ACZ81_02390
MIT1002_00536,TK37_RS14490,MASE_RS02135,MASE_02135,ACZ81_RS02385,ACZ81_02395
MIT1002_00537,TK37_RS14495,MASE_RS02140,MASE_02140,ACZ81_RS02390,ACZ81_02400
MIT1002_00538,TK37_RS14500,MASE_RS02145,MASE_02145,ACZ81_RS02395,ACZ81_02405
MIT1002_00539,TK37_RS14505,MASE_RS02150,MASE_02150,ACZ81_RS02400,ACZ81_02410
MIT1002_00540,TK37_RS14510,MASE_RS02155,MASE_02155,ACZ81_RS02405,ACZ81_02415
MIT1002_00541,TK37_RS14515,MASE_RS02160,MASE_02160,ACZ81_RS02410,ACZ81_02420
MIT1002_00542,TK37_RS14520,MASE_RS02165,MASE_02165,ACZ81_RS02415,ACZ81_02425
MIT1002_00543,TK37_RS14525,MASE_RS02170,MASE_02170,ACZ81_RS02420,ACZ81_02430
MIT1002_00544,TK37_RS14530,MASE_RS02175,MASE_02175,ACZ81_RS02425,ACZ81_02435
MIT1002_00545,TK37_RS14535,MASE_RS02180,MASE_02180,ACZ81_RS02430,ACZ81_02440
MIT1002_00546,TK37_RS14540,MASE_RS02185,MASE_02185,ACZ81_RS02435,ACZ81_02445
MIT1002_00547,TK37_RS14545,MASE_RS02190,MASE_02190,ACZ81_RS02440,ACZ81_02450
MIT1002_00549,TK37_RS14555,MASE_RS02200,MASE_02200,ACZ81_RS02450,ACZ81_02460
MIT1002_00550,TK37_RS14560,MASE_RS02205,MASE_02205,ACZ81_RS02455,ACZ81_02465
MIT1002_00551,TK37_RS14565,MASE_RS02215,MASE_02215,ACZ81_RS02465,ACZ81_02475
MIT1002_00552,TK37_RS14570,MASE_RS02220,MASE_02220,ACZ81_RS02470,ACZ81_02480
MIT1002_00553,TK37_RS14575,MASE_RS02225,MASE_02225,ACZ81_RS02475,ACZ81_02485
MIT1002_00554,TK37_RS14580,MASE_RS02230,MASE_02230,ACZ81_RS02480,ACZ81_02490
MIT1002_00555,TK37_RS14585,MASE_RS02235,MASE_02235,ACZ81_RS02485,ACZ81_02495
MIT1002_00556,TK37_RS14590,MASE_RS02240,MASE_02240,ACZ81_RS02490,ACZ81_02500
MIT1002_00557,TK37_RS14595,MASE_RS02245,MASE_02245,ACZ81_RS02495,ACZ81_02505
MIT1002_00558,TK37_RS14600,MASE_RS02250,MASE_02250,ACZ81_RS02500,ACZ81_02510
MIT1002_00565,TK37_RS20595,MASE_RS02285,MASE_02285,ACZ81_RS02535,ACZ81_02545
MIT1002_00574,TK37_RS15255,MASE_RS02305,MASE_02310,ACZ81_RS02645,ACZ81_02655
MIT1002_00575,TK37_RS15260,MASE_RS02310,MASE_02315,ACZ81_RS02650,ACZ81_02660
MIT1002_00576,TK37_RS15265,MASE_RS02315,MASE_02320,ACZ81_RS02655,ACZ81_02665
MIT1002_00577,TK37_RS15270,MASE_RS02320,MASE_02325,ACZ81_RS02660,ACZ81_02670
MIT1002_00578,TK37_RS15275,MASE_RS02325,MASE_02330,ACZ81_RS02665,ACZ81_02675
MIT1002_00579,TK37_RS15280,MASE_RS02330,MASE_02335,ACZ81_RS02670,ACZ81_02680
MIT1002_00580,TK37_RS15285,MASE_RS02335,MASE_02340,ACZ81_RS02675,ACZ81_02685
MIT1002_00581,TK37_RS15290,MASE_RS02340,MASE_02345,ACZ81_RS02680,ACZ81_02690
MIT1002_00582,TK37_RS15295,MASE_RS02345,MASE_02350,ACZ81_RS02685,ACZ81_02695
MIT1002_00586,TK37_RS15320,MASE_RS18465,MASE_18475,ACZ81_RS01280,ACZ81_01290
MIT1002_00603,TK37_RS15410,MASE_RS08885,MASE_08875,ACZ81_RS04305,ACZ81_04310
MIT1002_00620,TK37_RS09860,MASE_RS02350,MASE_02355,ACZ81_RS02690,ACZ81_02700
MIT1002_00621,TK37_RS09855,MASE_RS02355,MASE_02360,ACZ81_RS02695,ACZ81_02705
MIT1002_00622,TK37_RS09850,MASE_RS02360,MASE_02365,ACZ81_RS02700,ACZ81_02710
MIT1002_00623,TK37_RS09845,MASE_RS02365,MASE_02370,ACZ81_RS02705,ACZ81_02715
MIT1002_00624,TK37_RS09840,MASE_RS02370,MASE_02375,ACZ81_RS02710,ACZ81_02720
MIT1002_00625,TK37_RS09835,MASE_RS02375,MASE_02380,ACZ81_RS02715,ACZ81_02725
MIT1002_00626,TK37_RS09830,MASE_RS02380,MASE_02385,ACZ81_RS02720,ACZ81_02730
MIT1002_00627,TK37_RS09825,MASE_RS02385,MASE_02390,ACZ81_RS02725,ACZ81_02735
MIT1002_00628,TK37_RS09820,MASE_RS02390,MASE_02395,ACZ81_RS02730,ACZ81_02740
MIT1002_00629,TK37_RS09815,MASE_RS02395,MASE_02400,ACZ81_RS02735,ACZ81_02745
MIT1002_00630,TK37_RS09810,MASE_RS02400,MASE_02405,ACZ81_RS02740,ACZ81_02750
MIT1002_00631,TK37_RS09805,MASE_RS02405,MASE_02410,ACZ81_RS02745,ACZ81_02755
MIT1002_00632,TK37_RS09800,MASE_RS02410,MASE_02415,ACZ81_RS02750,ACZ81_02760
MIT1002_00633,TK37_RS09795,MASE_RS02415,MASE_02420,ACZ81_RS02755,ACZ81_02765
MIT1002_00634,TK37_RS09790,MASE_RS02420,MASE_02425,ACZ81_RS02760,ACZ81_02770
MIT1002_00635,TK37_RS09785,MASE_RS02425,MASE_02430,ACZ81_RS02765,ACZ81_02775
MIT1002_00636,TK37_RS09780,MASE_RS02430,MASE_02435,ACZ81_RS02770,ACZ81_02780
MIT1002_00637,TK37_RS09770,MASE_RS02440,MASE_02445,ACZ81_RS02780,ACZ81_02790
MIT1002_00643,TK37_RS09740,MASE_RS02470,MASE_02480,ACZ81_RS02785,ACZ81_02795
MIT1002_00644,TK37_RS09735,MASE_RS02475,MASE_02485,ACZ81_RS02790,ACZ81_02800
MIT1002_00645,TK37_RS09730,MASE_RS02480,MASE_02490,ACZ81_RS02795,ACZ81_02805
MIT1002_00646,TK37_RS09725,MASE_RS02485,MASE_02495,ACZ81_RS02800,ACZ81_02810
MIT1002_00647,TK37_RS09720,MASE_RS02490,MASE_02500,ACZ81_RS02805,ACZ81_02815
MIT1002_00648,TK37_RS09715,MASE_RS02495,MASE_02505,ACZ81_RS02810,ACZ81_02820
MIT1002_00649,TK37_RS09710,MASE_RS02500,MASE_02510,ACZ81_RS02815,ACZ81_02825
MIT1002_00650,TK37_RS09705,MASE_RS02505,MASE_02515,ACZ81_RS02820,ACZ81_02830
MIT1002_00651,TK37_RS09700,MASE_RS02510,MASE_02520,ACZ81_RS02825,ACZ81_02835
MIT1002_00652,TK37_RS09695,MASE_RS02515,MASE_02525,ACZ81_RS02830,ACZ81_02840
MIT1002_00653,TK37_RS09690,MASE_RS02520,MASE_02530,ACZ81_RS02835,ACZ81_02845
MIT1002_00654,TK37_RS09685,MASE_RS02525,MASE_02535,ACZ81_RS02840,ACZ81_02850
MIT1002_00655,TK37_RS09680,MASE_RS02530,MASE_02540,ACZ81_RS02845,ACZ81_02855
MIT1002_00656,TK37_RS09675,MASE_RS02535,MASE_02545,ACZ81_RS02850,ACZ81_02860
MIT1002_00657,TK37_RS09670,MASE_RS02540,MASE_02550,ACZ81_RS02855,ACZ81_02865
MIT1002_00658,TK37_RS09665,MASE_RS02545,MASE_02555,ACZ81_RS02860,ACZ81_02870
MIT1002_00659,TK37_RS09660,MASE_RS02550,MASE_02560,ACZ81_RS02865,ACZ81_02875
MIT1002_00660,TK37_RS09655,MASE_RS02560,MASE_02570,ACZ81_RS02875,ACZ81_02885
MIT1002_00661,TK37_RS09650,MASE_RS02565,MASE_02575,ACZ81_RS02880,ACZ81_02890
MIT1002_00662,TK37_RS09645,MASE_RS02570,MASE_02580,ACZ81_RS02885,ACZ81_02895
MIT1002_00663,TK37_RS09640,MASE_RS02575,MASE_02585,ACZ81_RS02890,ACZ81_02900
MIT1002_00664,TK37_RS09635,MASE_RS02580,MASE_02590,ACZ81_RS02895,ACZ81_02905
MIT1002_00665,TK37_RS09630,MASE_RS02595,MASE_02605,ACZ81_RS02910,ACZ81_02920
MIT1002_00666,TK37_RS09625,MASE_RS02600,MASE_02610,ACZ81_RS02915,ACZ81_02925
MIT1002_00667,TK37_RS09620,MASE_RS02605,MASE_02615,ACZ81_RS02920,ACZ81_02930
MIT1002_00668,TK37_RS09615,MASE_RS02610,MASE_02620,ACZ81_RS02930,ACZ81_02940
MIT1002_00670,TK37_RS09610,MASE_RS02615,MASE_02630,ACZ81_RS02935,ACZ81_02945
MIT1002_00671,TK37_RS09605,MASE_RS02620,MASE_02635,ACZ81_RS02940,ACZ81_02950
MIT1002_00672,TK37_RS09600,MASE_RS02625,MASE_02640,ACZ81_RS02945,ACZ81_02955
MIT1002_00673,TK37_RS09595,MASE_RS02630,MASE_02645,ACZ81_RS02950,ACZ81_02960
MIT1002_00674,TK37_RS09590,MASE_RS02635,MASE_02650,ACZ81_RS02955,ACZ81_02965
MIT1002_00675,TK37_RS09585,MASE_RS02640,MASE_02655,ACZ81_RS02960,ACZ81_02970
MIT1002_00676,TK37_RS09580,MASE_RS02645,MASE_02660,ACZ81_RS03005,ACZ81_03015
MIT1002_00677,TK37_RS09575,MASE_RS02650,MASE_02665,ACZ81_RS03010,ACZ81_03020
MIT1002_00678,TK37_RS09570,MASE_RS02655,MASE_02670,ACZ81_RS03015,ACZ81_03025
MIT1002_00679,TK37_RS09565,MASE_RS02660,MASE_02675,ACZ81_RS03020,ACZ81_03030
MIT1002_00680,TK37_RS09560,MASE_RS02665,MASE_02680,ACZ81_RS03025,ACZ81_03035
MIT1002_00681,TK37_RS09555,MASE_RS02670,MASE_02685,ACZ81_RS03030,ACZ81_03040
MIT1002_00682,TK37_RS09550,MASE_RS02675,MASE_02690,ACZ81_RS03035,ACZ81_03045
MIT1002_00683,TK37_RS09545,MASE_RS02680,MASE_02695,ACZ81_RS03040,ACZ81_03050
MIT1002_00685,TK37_RS19895,MASE_RS02685,MASE_02700,ACZ81_RS03045,ACZ81_03055
MIT1002_00686,TK37_RS19890,MASE_RS02690,MASE_02705,ACZ81_RS03050,ACZ81_03060
MIT1002_00687,TK37_RS19885,MASE_RS02695,MASE_02710,ACZ81_RS03055,ACZ81_03065
MIT1002_00688,TK37_RS19880,MASE_RS02700,MASE_02715,ACZ81_RS03060,ACZ81_03070
MIT1002_00689,TK37_RS19875,MASE_RS02705,MASE_02720,ACZ81_RS03065,ACZ81_03075
MIT1002_00690,TK37_RS19870,MASE_RS02715,MASE_02730,ACZ81_RS03075,ACZ81_03085
MIT1002_00691,TK37_RS19865,MASE_RS02720,MASE_02735,ACZ81_RS03080,ACZ81_03090
MIT1002_00692,TK37_RS19860,MASE_RS02725,MASE_02740,ACZ81_RS03085,ACZ81_03095
MIT1002_00693,TK37_RS19855,MASE_RS02730,MASE_02745,ACZ81_RS03090,ACZ81_03100
MIT1002_00694,TK37_RS19850,MASE_RS02745,MASE_02760,ACZ81_RS03095,ACZ81_03105
MIT1002_00695,TK37_RS19845,MASE_RS02750,MASE_02765,ACZ81_RS03100,ACZ81_03110
MIT1002_00697,TK37_RS08125,MASE_RS02755,MASE_02770,ACZ81_RS03105,ACZ81_03115
MIT1002_00698,TK37_RS08135,MASE_RS02765,MASE_02780,ACZ81_RS03110,ACZ81_03120
MIT1002_00699,TK37_RS08140,MASE_RS02770,MASE_02785,ACZ81_RS03115,ACZ81_03125
MIT1002_00700,TK37_RS08145,MASE_RS02775,MASE_02790,ACZ81_RS03120,ACZ81_03130
MIT1002_00701,TK37_RS08150,MASE_RS02780,MASE_02795,ACZ81_RS03125,ACZ81_03135
MIT1002_00702,TK37_RS08155,MASE_RS02785,MASE_02800,ACZ81_RS03130,ACZ81_03140
MIT1002_00703,TK37_RS21560,MASE_RS02790,MASE_02805,ACZ81_RS03135,ACZ81_03145
MIT1002_00706,TK37_RS08165,MASE_RS02795,MASE_02810,ACZ81_RS03140,ACZ81_03150
MIT1002_00707,TK37_RS08170,MASE_RS02800,MASE_02815,ACZ81_RS03145,ACZ81_03155
MIT1002_00709,TK37_RS08175,MASE_RS02805,MASE_02820,ACZ81_RS03150,ACZ81_03160
MIT1002_00710,TK37_RS08180,MASE_RS02810,MASE_02825,ACZ81_RS03155,ACZ81_03165
MIT1002_00711,TK37_RS08185,MASE_RS02815,MASE_02830,ACZ81_RS03160,ACZ81_03170
MIT1002_00712,TK37_RS08190,MASE_RS02820,MASE_02835,ACZ81_RS03165,ACZ81_03175
MIT1002_00713,TK37_RS08195,MASE_RS02825,MASE_02840,ACZ81_RS03170,ACZ81_03180
MIT1002_00714,TK37_RS08200,MASE_RS02830,MASE_02845,ACZ81_RS03175,ACZ81_03185
MIT1002_00716,TK37_RS08205,MASE_RS02835,MASE_02850,ACZ81_RS03180,ACZ81_03190
MIT1002_00719,TK37_RS08215,MASE_RS02845,MASE_02865,ACZ81_RS03190,ACZ81_03200
MIT1002_00720,TK37_RS08220,MASE_RS02850,MASE_02870,ACZ81_RS03195,ACZ81_03205
MIT1002_00721,TK37_RS08225,MASE_RS02855,MASE_02875,ACZ81_RS03200,ACZ81_03210
MIT1002_00722,TK37_RS08230,MASE_RS02860,MASE_02880,ACZ81_RS03205,ACZ81_03215
MIT1002_00723,TK37_RS08235,MASE_RS02865,MASE_02885,ACZ81_RS03210,ACZ81_03220
MIT1002_00724,TK37_RS08240,MASE_RS02870,MASE_02890,ACZ81_RS03215,ACZ81_03225
MIT1002_00725,TK37_RS08245,MASE_RS02875,MASE_02900,ACZ81_RS03220,ACZ81_03230
MIT1002_00726,TK37_RS08250,MASE_RS02880,MASE_02905,ACZ81_RS03225,ACZ81_03235
MIT1002_00727,TK37_RS08255,MASE_RS02885,MASE_02910,ACZ81_RS03230,ACZ81_03240
MIT1002_00728,TK37_RS08260,MASE_RS02890,MASE_02915,ACZ81_RS03235,ACZ81_03245
MIT1002_00729,TK37_RS08265,MASE_RS02895,MASE_02920,ACZ81_RS03240,ACZ81_03250
MIT1002_00730,TK37_RS08270,MASE_RS02900,MASE_02925,ACZ81_RS03245,ACZ81_03255
